State,District,Crop,season,Avg_Yield,crop_Temp_Min,crop_Temp_Max,crop_Rainfall_Min,crop_Rainfall_Max,crop_pH_Min,crop_pH_Max,crop_N_kg_ha,crop_P_kg_ha,crop_K_kg_ha,crop_Avg_Yield_t_ha,Units,crop_Season,crop_Soil_Texture,crop_Irrigation_Type
Manipur,Tamenglong,Urad,Kharif     ,1.05,25.0,35.0,600.0,900.0,6.0,7.5,20.0,45.0,25.0,2.0,Tons/Ha,Kharif,Sandy loam,Light irrigation
Manipur,Tamenglong,Wheat,Rabi       ,2.0,10.0,25.0,500.0,1000.0,6.0,7.5,120.0,55.0,45.0,5.0,Tons/Ha,Rabi,Loam,Canal/Furrow
Manipur,Thoubal,Arhar/Tur,Kharif     ,1.0,20.0,35.0,600.0,1000.0,6.0,7.5,25.0,50.0,25.0,2.0,Tons/Ha,Kharif,Loam,Rainfed
Manipur,Thoubal,Banana,Whole Year ,13.0,20.0,35.0,1000.0,2500.0,6.0,7.5,200.0,60.0,200.0,60.0,Tons/Ha,Annual,Loam,Drip
Manipur,Thoubal,Dry Chillies,Rabi       ,0.5952380952380952,20.0,30.0,600.0,1000.0,6.0,7.5,100.0,50.0,50.0,3.0,Tons/Ha,Kharif,Loam,Drip
Manipur,Thoubal,Dry Chillies,Summer     ,0.5932203389830508,20.0,30.0,600.0,1000.0,6.0,7.5,100.0,50.0,50.0,3.0,Tons/Ha,Kharif,Loam,Drip
Manipur,Thoubal,Dry Chillies,Whole Year ,6.655737704918033,20.0,30.0,600.0,1000.0,6.0,7.5,100.0,50.0,50.0,3.0,Tons/Ha,Kharif,Loam,Drip
Manipur,Thoubal,Dry Chillies,Winter     ,0.6153846153846154,20.0,30.0,600.0,1000.0,6.0,7.5,100.0,50.0,50.0,3.0,Tons/Ha,Kharif,Loam,Drip
Manipur,Thoubal,Ginger,Autumn     ,1.5,20.0,30.0,1000.0,2000.0,5.5,6.5,100.0,50.0,50.0,15.0,Tons/Ha,Kharif,Loam,Drip
Manipur,Thoubal,Ginger,Kharif     ,11.6,20.0,30.0,1000.0,2000.0,5.5,6.5,100.0,50.0,50.0,15.0,Tons/Ha,Kharif,Loam,Drip
Manipur,Thoubal,Ginger,Winter     ,2.0,20.0,30.0,1000.0,2000.0,5.5,6.5,100.0,50.0,50.0,15.0,Tons/Ha,Kharif,Loam,Drip
Manipur,Thoubal,Gram,Rabi       ,0.8955223880597015,15.0,25.0,400.0,600.0,6.0,8.0,20.0,50.0,25.0,2.5,Tons/Ha,Rabi,Sandy loam,Rainfed
Manipur,Thoubal,Groundnut,Kharif     ,0.8586956521739131,20.0,30.0,500.0,1000.0,6.0,7.5,25.0,50.0,45.0,3.5,Tons/Ha,Kharif,Sandy loam,Drip/Furrow
Manipur,Thoubal,Maize,Kharif     ,2.0945945945945947,18.0,27.0,500.0,800.0,5.5,7.5,150.0,70.0,50.0,8.0,Tons/Ha,Kharif/Rabi,Loam,Drip/Furrow
Manipur,Thoubal,Maize,Rabi       ,2.3484848484848486,18.0,27.0,500.0,800.0,5.5,7.5,150.0,70.0,50.0,8.0,Tons/Ha,Kharif/Rabi,Loam,Drip/Furrow
Manipur,Thoubal,Masoor,Rabi       ,0.885,18.0,30.0,300.0,450.0,6.0,7.5,20.0,40.0,0.0,1.5,Tons/Ha,Rabi,Loamy,Rainfed
Manipur,Thoubal,Moong(Green Gram),Kharif     ,1.0159090909090909,25.0,35.0,600.0,900.0,6.0,7.5,20.0,40.0,20.0,1.5,Tons/Ha,Kharif,Loamy,Rainfed
Manipur,Thoubal,Onion,Summer     ,2.1052631578947367,15.0,30.0,500.0,700.0,6.0,7.5,120.0,60.0,60.0,25.0,Tons/Ha,Rabi/Kharif,Loam,Drip
Manipur,Thoubal,Onion,Whole Year ,2.1333333333333333,15.0,30.0,500.0,700.0,6.0,7.5,120.0,60.0,60.0,25.0,Tons/Ha,Rabi/Kharif,Loam,Drip
Manipur,Thoubal,Potato,Autumn     ,5.2105263157894735,15.0,25.0,500.0,700.0,5.0,6.5,150.0,80.0,100.0,35.0,Tons/Ha,Rabi,Loam,Furrow
Manipur,Thoubal,Potato,Rabi       ,5.230769230769231,15.0,25.0,500.0,700.0,5.0,6.5,150.0,80.0,100.0,35.0,Tons/Ha,Rabi,Loam,Furrow
Manipur,Thoubal,Potato,Whole Year ,8.46218487394958,15.0,25.0,500.0,700.0,5.0,6.5,150.0,80.0,100.0,35.0,Tons/Ha,Rabi,Loam,Furrow
Manipur,Thoubal,Potato,Winter     ,5.260869565217392,15.0,25.0,500.0,700.0,5.0,6.5,150.0,80.0,100.0,35.0,Tons/Ha,Rabi,Loam,Furrow
Manipur,Thoubal,Rapeseed &Mustard,Rabi       ,0.8746293077001739,10.0,25.0,625.0,1000.0,6.0,7.0,80.0,40.0,40.0,2.5,Tons/Ha,Rabi,Sandy loam,Rainfed
Manipur,Thoubal,Rapeseed &Mustard,Winter     ,0.4444444444444444,10.0,25.0,625.0,1000.0,6.0,7.0,80.0,40.0,40.0,2.5,Tons/Ha,Rabi,Sandy loam,Rainfed
Manipur,Thoubal,Rice,Autumn     ,2.741991846243448,20.0,35.0,1000.0,2000.0,5.5,7.0,120.0,50.0,50.0,5.0,Tons/Ha,Kharif,Clay loam,Flood
Manipur,Thoubal,Rice,Kharif     ,2.7809647979139505,20.0,35.0,1000.0,2000.0,5.5,7.0,120.0,50.0,50.0,5.0,Tons/Ha,Kharif,Clay loam,Flood
Manipur,Thoubal,Rice,Winter     ,2.3717605004468276,20.0,35.0,1000.0,2000.0,5.5,7.0,120.0,50.0,50.0,5.0,Tons/Ha,Kharif,Clay loam,Flood
Manipur,Thoubal,Soyabean,Kharif     ,0.8609775641025641,20.0,30.0,600.0,1000.0,6.0,7.5,30.0,60.0,40.0,3.0,Tons/Ha,Kharif,Loam,Rainfed
Manipur,Thoubal,Sugarcane,Summer     ,33.0,20.0,35.0,1000.0,1500.0,6.5,7.5,275.0,80.0,140.0,100.0,Tons/Ha,Annual,Deep loam,Furrow/Drip
Manipur,Thoubal,Sugarcane,Whole Year ,58.66411564625851,20.0,35.0,1000.0,1500.0,6.5,7.5,275.0,80.0,140.0,100.0,Tons/Ha,Annual,Deep loam,Furrow/Drip
Manipur,Thoubal,Sweet Potato,Whole Year ,5.8,21.0,26.0,750.0,1500.0,5.5,6.5,40.0,40.0,60.0,15.0,Tons/Ha,Whole Year,Sandy loam,Rainfed
Manipur,Thoubal,Tapioca,Whole Year ,5.6,25.0,30.0,1000.0,2000.0,4.5,6.5,60.0,60.0,120.0,25.0,Tons/Ha,Whole Year,Sandy loam,Rainfed
Manipur,Thoubal,Turmeric,Autumn     ,1.0,20.0,30.0,1000.0,2000.0,5.5,7.5,120.0,60.0,100.0,10.0,Tons/Ha,Kharif,Loam,Drip/Furrow
Manipur,Thoubal,Turmeric,Whole Year ,10.87659574468085,20.0,30.0,1000.0,2000.0,5.5,7.5,120.0,60.0,100.0,10.0,Tons/Ha,Kharif,Loam,Drip/Furrow
Manipur,Thoubal,Urad,Kharif     ,1.1071428571428572,25.0,35.0,600.0,900.0,6.0,7.5,20.0,45.0,25.0,2.0,Tons/Ha,Kharif,Sandy loam,Light irrigation
Manipur,Thoubal,Wheat,Rabi       ,2.5,10.0,25.0,500.0,1000.0,6.0,7.5,120.0,55.0,45.0,5.0,Tons/Ha,Rabi,Loam,Canal/Furrow
Manipur,Ukhrul,Arhar/Tur,Kharif     ,1.1162790697674418,20.0,35.0,600.0,1000.0,6.0,7.5,25.0,50.0,25.0,2.0,Tons/Ha,Kharif,Loam,Rainfed
Manipur,Ukhrul,Banana,Autumn     ,12.846153846153847,20.0,35.0,1000.0,2500.0,6.0,7.5,200.0,60.0,200.0,60.0,Tons/Ha,Annual,Loam,Drip
Manipur,Ukhrul,Banana,Rabi       ,12.88888888888889,20.0,35.0,1000.0,2500.0,6.0,7.5,200.0,60.0,200.0,60.0,Tons/Ha,Annual,Loam,Drip
Manipur,Ukhrul,Banana,Summer     ,12.837837837837839,20.0,35.0,1000.0,2500.0,6.0,7.5,200.0,60.0,200.0,60.0,Tons/Ha,Annual,Loam,Drip
Manipur,Ukhrul,Banana,Whole Year ,12.902811004784688,20.0,35.0,1000.0,2500.0,6.0,7.5,200.0,60.0,200.0,60.0,Tons/Ha,Annual,Loam,Drip
Manipur,Ukhrul,Banana,Winter     ,12.88888888888889,20.0,35.0,1000.0,2500.0,6.0,7.5,200.0,60.0,200.0,60.0,Tons/Ha,Annual,Loam,Drip
Manipur,Ukhrul,Cashewnut,Whole Year ,0.54,20.0,35.0,1000.0,2000.0,4.5,6.5,80.0,40.0,40.0,2.0,Tons/Ha,Kharif,Laterite,Rainfed
Manipur,Ukhrul,Dry Chillies,Autumn     ,0.5882352941176471,20.0,30.0,600.0,1000.0,6.0,7.5,100.0,50.0,50.0,3.0,Tons/Ha,Kharif,Loam,Drip
Manipur,Ukhrul,Dry Chillies,Rabi       ,0.6016260162601627,20.0,30.0,600.0,1000.0,6.0,7.5,100.0,50.0,50.0,3.0,Tons/Ha,Kharif,Loam,Drip
Manipur,Ukhrul,Dry Chillies,Whole Year ,2.9035714285714285,20.0,30.0,600.0,1000.0,6.0,7.5,100.0,50.0,50.0,3.0,Tons/Ha,Kharif,Loam,Drip
Manipur,Ukhrul,Dry Chillies,Winter     ,0.5,20.0,30.0,600.0,1000.0,6.0,7.5,100.0,50.0,50.0,3.0,Tons/Ha,Kharif,Loam,Drip
Manipur,Ukhrul,Ginger,Autumn     ,1.7142857142857142,20.0,30.0,1000.0,2000.0,5.5,6.5,100.0,50.0,50.0,15.0,Tons/Ha,Kharif,Loam,Drip
Manipur,Ukhrul,Ginger,Kharif     ,11.034027777777776,20.0,30.0,1000.0,2000.0,5.5,6.5,100.0,50.0,50.0,15.0,Tons/Ha,Kharif,Loam,Drip
Manipur,Ukhrul,Ginger,Summer     ,1.5,20.0,30.0,1000.0,2000.0,5.5,6.5,100.0,50.0,50.0,15.0,Tons/Ha,Kharif,Loam,Drip
Manipur,Ukhrul,Ginger,Winter     ,1.5714285714285714,20.0,30.0,1000.0,2000.0,5.5,6.5,100.0,50.0,50.0,15.0,Tons/Ha,Kharif,Loam,Drip
Manipur,Ukhrul,Gram,Rabi       ,0.8904109589041096,15.0,25.0,400.0,600.0,6.0,8.0,20.0,50.0,25.0,2.5,Tons/Ha,Rabi,Sandy loam,Rainfed
Manipur,Ukhrul,Groundnut,Kharif     ,0.7027027027027027,20.0,30.0,500.0,1000.0,6.0,7.5,25.0,50.0,45.0,3.5,Tons/Ha,Kharif,Sandy loam,Drip/Furrow
Manipur,Ukhrul,Maize,Autumn     ,3.9,18.0,27.0,500.0,800.0,5.5,7.5,150.0,70.0,50.0,8.0,Tons/Ha,Kharif/Rabi,Loam,Drip/Furrow
Manipur,Ukhrul,Maize,Kharif     ,2.202934179222839,18.0,27.0,500.0,800.0,5.5,7.5,150.0,70.0,50.0,8.0,Tons/Ha,Kharif/Rabi,Loam,Drip/Furrow
Manipur,Ukhrul,Maize,Rabi       ,2.3,18.0,27.0,500.0,800.0,5.5,7.5,150.0,70.0,50.0,8.0,Tons/Ha,Kharif/Rabi,Loam,Drip/Furrow
Manipur,Ukhrul,Masoor,Rabi       ,0.8958333333333334,18.0,30.0,300.0,450.0,6.0,7.5,20.0,40.0,0.0,1.5,Tons/Ha,Rabi,Loamy,Rainfed
Manipur,Ukhrul,Moong(Green Gram),Kharif     ,1.1290322580645162,25.0,35.0,600.0,900.0,6.0,7.5,20.0,40.0,20.0,1.5,Tons/Ha,Kharif,Loamy,Rainfed
Manipur,Ukhrul,Onion,Whole Year ,2.0,15.0,30.0,500.0,700.0,6.0,7.5,120.0,60.0,60.0,25.0,Tons/Ha,Rabi/Kharif,Loam,Drip
Manipur,Ukhrul,Potato,Autumn     ,5.333333333333333,15.0,25.0,500.0,700.0,5.0,6.5,150.0,80.0,100.0,35.0,Tons/Ha,Rabi,Loam,Furrow
Manipur,Ukhrul,Potato,Rabi       ,5.333333333333333,15.0,25.0,500.0,700.0,5.0,6.5,150.0,80.0,100.0,35.0,Tons/Ha,Rabi,Loam,Furrow
Manipur,Ukhrul,Potato,Whole Year ,7.555014058106842,15.0,25.0,500.0,700.0,5.0,6.5,150.0,80.0,100.0,35.0,Tons/Ha,Rabi,Loam,Furrow
Manipur,Ukhrul,Potato,Winter     ,5.0,15.0,25.0,500.0,700.0,5.0,6.5,150.0,80.0,100.0,35.0,Tons/Ha,Rabi,Loam,Furrow
Manipur,Ukhrul,Rapeseed &Mustard,Rabi       ,0.7978142076502732,10.0,25.0,625.0,1000.0,6.0,7.0,80.0,40.0,40.0,2.5,Tons/Ha,Rabi,Sandy loam,Rainfed
Manipur,Ukhrul,Rice,Autumn     ,1.9943573667711598,20.0,35.0,1000.0,2000.0,5.5,7.0,120.0,50.0,50.0,5.0,Tons/Ha,Kharif,Clay loam,Flood
Manipur,Ukhrul,Rice,Kharif     ,1.6353754940711462,20.0,35.0,1000.0,2000.0,5.5,7.0,120.0,50.0,50.0,5.0,Tons/Ha,Kharif,Clay loam,Flood
Manipur,Ukhrul,Rice,Winter     ,2.2857142857142856,20.0,35.0,1000.0,2000.0,5.5,7.0,120.0,50.0,50.0,5.0,Tons/Ha,Kharif,Clay loam,Flood
Manipur,Ukhrul,Sesamum,Autumn     ,0.5238095238095238,25.0,35.0,500.0,800.0,5.5,8.0,40.0,40.0,20.0,1.5,Tons/Ha,Kharif,Well-drained loam,Rainfed/Drip
Manipur,Ukhrul,Sesamum,Kharif     ,0.4782608695652174,25.0,35.0,500.0,800.0,5.5,8.0,40.0,40.0,20.0,1.5,Tons/Ha,Kharif,Well-drained loam,Rainfed/Drip
Manipur,Ukhrul,Sesamum,Winter     ,0.45454545454545453,25.0,35.0,500.0,800.0,5.5,8.0,40.0,40.0,20.0,1.5,Tons/Ha,Kharif,Well-drained loam,Rainfed/Drip
Manipur,Ukhrul,Soyabean,Autumn     ,1.1666666666666667,20.0,30.0,600.0,1000.0,6.0,7.5,30.0,60.0,40.0,3.0,Tons/Ha,Kharif,Loam,Rainfed
Manipur,Ukhrul,Soyabean,Kharif     ,0.8267441860465117,20.0,30.0,600.0,1000.0,6.0,7.5,30.0,60.0,40.0,3.0,Tons/Ha,Kharif,Loam,Rainfed
Manipur,Ukhrul,Soyabean,Winter     ,1.2,20.0,30.0,600.0,1000.0,6.0,7.5,30.0,60.0,40.0,3.0,Tons/Ha,Kharif,Loam,Rainfed
Manipur,Ukhrul,Sugarcane,Whole Year ,52.46666666666667,20.0,35.0,1000.0,1500.0,6.5,7.5,275.0,80.0,140.0,100.0,Tons/Ha,Annual,Deep loam,Furrow/Drip
Manipur,Ukhrul,Sweet Potato,Whole Year ,5.055555555555555,21.0,26.0,750.0,1500.0,5.5,6.5,40.0,40.0,60.0,15.0,Tons/Ha,Whole Year,Sandy loam,Rainfed
Manipur,Ukhrul,Tapioca,Whole Year ,7.277777777777778,25.0,30.0,1000.0,2000.0,4.5,6.5,60.0,60.0,120.0,25.0,Tons/Ha,Whole Year,Sandy loam,Rainfed
Manipur,Ukhrul,Turmeric,Autumn     ,0.5,20.0,30.0,1000.0,2000.0,5.5,7.5,120.0,60.0,100.0,10.0,Tons/Ha,Kharif,Loam,Drip/Furrow
Manipur,Ukhrul,Turmeric,Whole Year ,9.685049019607842,20.0,30.0,1000.0,2000.0,5.5,7.5,120.0,60.0,100.0,10.0,Tons/Ha,Kharif,Loam,Drip/Furrow
Manipur,Ukhrul,Turmeric,Winter     ,0.5,20.0,30.0,1000.0,2000.0,5.5,7.5,120.0,60.0,100.0,10.0,Tons/Ha,Kharif,Loam,Drip/Furrow
Manipur,Ukhrul,Urad,Kharif     ,1.12,25.0,35.0,600.0,900.0,6.0,7.5,20.0,45.0,25.0,2.0,Tons/Ha,Kharif,Sandy loam,Light irrigation
Manipur,Ukhrul,Wheat,Rabi       ,2.0,10.0,25.0,500.0,1000.0,6.0,7.5,120.0,55.0,45.0,5.0,Tons/Ha,Rabi,Loam,Canal/Furrow
Meghalaya,East Garo Hills,Arecanut,Rabi       ,1.129107814383648,14.0,36.0,750.0,4500.0,5.0,8.0,100.0,40.0,140.0,3.0,Tons/Ha,Whole Year,Clay loam,Irrigation
Meghalaya,East Garo Hills,Arecanut,Whole Year ,1.1296,14.0,36.0,750.0,4500.0,5.0,8.0,100.0,40.0,140.0,3.0,Tons/Ha,Whole Year,Clay loam,Irrigation
Meghalaya,East Garo Hills,Arhar/Tur,Kharif     ,0.8704268292682926,20.0,35.0,600.0,1000.0,6.0,7.5,25.0,50.0,25.0,2.0,Tons/Ha,Kharif,Loam,Rainfed
Meghalaya,East Garo Hills,Banana,Kharif     ,17.60766091996495,20.0,35.0,1000.0,2500.0,6.0,7.5,200.0,60.0,200.0,60.0,Tons/Ha,Annual,Loam,Drip
Meghalaya,East Garo Hills,Banana,Whole Year ,12.547857793983592,20.0,35.0,1000.0,2500.0,6.0,7.5,200.0,60.0,200.0,60.0,Tons/Ha,Annual,Loam,Drip
Meghalaya,East Garo Hills,Black Pepper,Rabi       ,0.7669683257918551,20.0,30.0,2000.0,3000.0,5.5,6.5,100.0,40.0,140.0,1.5,Tons/Ha,Kharif,Loam,Drip
Meghalaya,East Garo Hills,Black Pepper,Whole Year ,0.47619047619047616,20.0,30.0,2000.0,3000.0,5.5,6.5,100.0,40.0,140.0,1.5,Tons/Ha,Kharif,Loam,Drip
Meghalaya,East Garo Hills,Cashewnut,Rabi       ,1.2391304347826086,20.0,35.0,1000.0,2000.0,4.5,6.5,80.0,40.0,40.0,2.0,Tons/Ha,Kharif,Laterite,Rainfed
Meghalaya,East Garo Hills,Cashewnut,Whole Year ,0.9898648648648649,20.0,35.0,1000.0,2000.0,4.5,6.5,80.0,40.0,40.0,2.0,Tons/Ha,Kharif,Laterite,Rainfed
Meghalaya,East Garo Hills,Castor Seed,Kharif     ,0.5,20.0,30.0,500.0,750.0,6.0,7.5,80.0,40.0,40.0,2.5,Tons/Ha,Whole Year,Sandy loam,Rainfed
Meghalaya,East Garo Hills,Castor Seed,Rabi       ,1.0,20.0,30.0,500.0,750.0,6.0,7.5,80.0,40.0,40.0,2.5,Tons/Ha,Whole Year,Sandy loam,Rainfed
Meghalaya,East Garo Hills,Coriander,Whole Year ,2.4444444444444446,15.0,25.0,400.0,600.0,6.0,8.0,60.0,30.0,30.0,2.0,Tons/Ha,Rabi,Loam,Rainfed
Meghalaya,East Garo Hills,Dry Chillies,Rabi       ,0.5915915915915916,20.0,30.0,600.0,1000.0,6.0,7.5,100.0,50.0,50.0,3.0,Tons/Ha,Kharif,Loam,Drip
Meghalaya,East Garo Hills,Dry Chillies,Whole Year ,0.5996987951807229,20.0,30.0,600.0,1000.0,6.0,7.5,100.0,50.0,50.0,3.0,Tons/Ha,Kharif,Loam,Drip
Meghalaya,East Garo Hills,Garlic,Whole Year ,1.2903225806451613,15.0,25.0,500.0,700.0,6.0,7.5,100.0,50.0,50.0,12.0,Tons/Ha,Rabi,Loam,Drip
Meghalaya,East Garo Hills,Ginger,Kharif     ,5.621714036204228,20.0,30.0,1000.0,2000.0,5.5,6.5,100.0,50.0,50.0,15.0,Tons/Ha,Kharif,Loam,Drip
Meghalaya,East Garo Hills,Gram,Rabi       ,0.6007905138339921,15.0,25.0,400.0,600.0,6.0,8.0,20.0,50.0,25.0,2.5,Tons/Ha,Rabi,Sandy loam,Rainfed
Meghalaya,East Garo Hills,Maize,Kharif     ,1.2461425787150446,18.0,27.0,500.0,800.0,5.5,7.5,150.0,70.0,50.0,8.0,Tons/Ha,Kharif/Rabi,Loam,Drip/Furrow
Meghalaya,East Garo Hills,Maize,Whole Year ,1.880050505050505,18.0,27.0,500.0,800.0,5.5,7.5,150.0,70.0,50.0,8.0,Tons/Ha,Kharif/Rabi,Loam,Drip/Furrow
Meghalaya,East Garo Hills,Masoor,Rabi       ,1.4852941176470589,18.0,30.0,300.0,450.0,6.0,7.5,20.0,40.0,0.0,1.5,Tons/Ha,Rabi,Loamy,Rainfed
Meghalaya,East Garo Hills,Onion,Rabi       ,8.142857142857142,15.0,30.0,500.0,700.0,6.0,7.5,120.0,60.0,60.0,25.0,Tons/Ha,Rabi/Kharif,Loam,Drip
Meghalaya,East Garo Hills,Potato,Rabi       ,6.673611111111111,15.0,25.0,500.0,700.0,5.0,6.5,150.0,80.0,100.0,35.0,Tons/Ha,Rabi,Loam,Furrow
Meghalaya,East Garo Hills,Potato,Summer     ,7.0,15.0,25.0,500.0,700.0,5.0,6.5,150.0,80.0,100.0,35.0,Tons/Ha,Rabi,Loam,Furrow
Meghalaya,East Garo Hills,Potato,Whole Year ,7.766666666666667,15.0,25.0,500.0,700.0,5.0,6.5,150.0,80.0,100.0,35.0,Tons/Ha,Rabi,Loam,Furrow
Meghalaya,East Garo Hills,Potato,Winter     ,8.013245614035089,15.0,25.0,500.0,700.0,5.0,6.5,150.0,80.0,100.0,35.0,Tons/Ha,Rabi,Loam,Furrow
Meghalaya,East Garo Hills,Rapeseed &Mustard,Rabi       ,0.6868421052631579,10.0,25.0,625.0,1000.0,6.0,7.0,80.0,40.0,40.0,2.5,Tons/Ha,Rabi,Sandy loam,Rainfed
Meghalaya,East Garo Hills,Rice,Autumn     ,1.880366605001459,20.0,35.0,1000.0,2000.0,5.5,7.0,120.0,50.0,50.0,5.0,Tons/Ha,Kharif,Clay loam,Flood
Meghalaya,East Garo Hills,Rice,Kharif     ,1.7411429588748442,20.0,35.0,1000.0,2000.0,5.5,7.0,120.0,50.0,50.0,5.0,Tons/Ha,Kharif,Clay loam,Flood
Meghalaya,East Garo Hills,Rice,Rabi       ,1.8125,20.0,35.0,1000.0,2000.0,5.5,7.0,120.0,50.0,50.0,5.0,Tons/Ha,Kharif,Clay loam,Flood
Meghalaya,East Garo Hills,Rice,Summer     ,1.8222222222222222,20.0,35.0,1000.0,2000.0,5.5,7.0,120.0,50.0,50.0,5.0,Tons/Ha,Kharif,Clay loam,Flood
Meghalaya,East Garo Hills,Rice,Winter     ,1.7807249896327308,20.0,35.0,1000.0,2000.0,5.5,7.0,120.0,50.0,50.0,5.0,Tons/Ha,Kharif,Clay loam,Flood
Meghalaya,East Garo Hills,Sesamum,Kharif     ,0.5036764705882353,25.0,35.0,500.0,800.0,5.5,8.0,40.0,40.0,20.0,1.5,Tons/Ha,Kharif,Well-drained loam,Rainfed/Drip
Meghalaya,East Garo Hills,Sesamum,Rabi       ,0.8990436246480713,25.0,35.0,500.0,800.0,5.5,8.0,40.0,40.0,20.0,1.5,Tons/Ha,Kharif,Well-drained loam,Rainfed/Drip
Meghalaya,East Garo Hills,Small Millets,Kharif     ,0.8414634146341463,20.0,30.0,400.0,800.0,5.5,7.5,40.0,30.0,20.0,2.0,Tons/Ha,Kharif,Sandy loam,Rainfed
Meghalaya,East Garo Hills,Small Millets,Rabi       ,1.0093457943925233,20.0,30.0,400.0,800.0,5.5,7.5,40.0,30.0,20.0,2.0,Tons/Ha,Kharif,Sandy loam,Rainfed
Meghalaya,East Garo Hills,Soyabean,Kharif     ,0.9855072463768116,20.0,30.0,600.0,1000.0,6.0,7.5,30.0,60.0,40.0,3.0,Tons/Ha,Kharif,Loam,Rainfed
Meghalaya,East Garo Hills,Sugarcane,Whole Year ,2.761904761904762,20.0,35.0,1000.0,1500.0,6.5,7.5,275.0,80.0,140.0,100.0,Tons/Ha,Annual,Deep loam,Furrow/Drip
Meghalaya,East Garo Hills,Sweet Potato,Kharif     ,3.312645330402063,21.0,26.0,750.0,1500.0,5.5,6.5,40.0,40.0,60.0,15.0,Tons/Ha,Whole Year,Sandy loam,Rainfed
Meghalaya,East Garo Hills,Sweet Potato,Rabi       ,3.1161048689138577,21.0,26.0,750.0,1500.0,5.5,6.5,40.0,40.0,60.0,15.0,Tons/Ha,Whole Year,Sandy loam,Rainfed
Meghalaya,East Garo Hills,Sweet Potato,Whole Year ,3.1153846153846154,21.0,26.0,750.0,1500.0,5.5,6.5,40.0,40.0,60.0,15.0,Tons/Ha,Whole Year,Sandy loam,Rainfed
Meghalaya,East Garo Hills,Tapioca,Kharif     ,5.629644533869886,25.0,30.0,1000.0,2000.0,4.5,6.5,60.0,60.0,120.0,25.0,Tons/Ha,Whole Year,Sandy loam,Rainfed
Meghalaya,East Garo Hills,Tapioca,Whole Year ,5.073006139496443,25.0,30.0,1000.0,2000.0,4.5,6.5,60.0,60.0,120.0,25.0,Tons/Ha,Whole Year,Sandy loam,Rainfed
Meghalaya,East Garo Hills,Tobacco,Rabi       ,0.9292929292929293,20.0,27.0,500.0,1200.0,5.5,6.5,100.0,50.0,100.0,3.0,Tons/Ha,Whole Year,Sandy loam,Rainfed
Meghalaya,East Garo Hills,Tobacco,Whole Year ,0.6518445322793149,20.0,27.0,500.0,1200.0,5.5,6.5,100.0,50.0,100.0,3.0,Tons/Ha,Whole Year,Sandy loam,Rainfed
Meghalaya,East Garo Hills,Turmeric,Rabi       ,5.515151515151516,20.0,30.0,1000.0,2000.0,5.5,7.5,120.0,60.0,100.0,10.0,Tons/Ha,Kharif,Loam,Drip/Furrow
Meghalaya,East Garo Hills,Turmeric,Whole Year ,5.557981841167681,20.0,30.0,1000.0,2000.0,5.5,7.5,120.0,60.0,100.0,10.0,Tons/Ha,Kharif,Loam,Drip/Furrow
Meghalaya,East Garo Hills,Wheat,Rabi       ,1.1482385769096617,10.0,25.0,500.0,1000.0,6.0,7.5,120.0,55.0,45.0,5.0,Tons/Ha,Rabi,Loam,Canal/Furrow
Meghalaya,East Jaintia Hills,Arecanut,Rabi       ,1.0621361566072451,14.0,36.0,750.0,4500.0,5.0,8.0,100.0,40.0,140.0,3.0,Tons/Ha,Whole Year,Clay loam,Irrigation
Meghalaya,East Jaintia Hills,Arecanut,Whole Year ,1.7529976019184652,14.0,36.0,750.0,4500.0,5.0,8.0,100.0,40.0,140.0,3.0,Tons/Ha,Whole Year,Clay loam,Irrigation
Meghalaya,East Jaintia Hills,Banana,Kharif     ,3.3662917271407835,20.0,35.0,1000.0,2500.0,6.0,7.5,200.0,60.0,200.0,60.0,Tons/Ha,Annual,Loam,Drip
Meghalaya,East Jaintia Hills,Banana,Whole Year ,4.072046109510087,20.0,35.0,1000.0,2500.0,6.0,7.5,200.0,60.0,200.0,60.0,Tons/Ha,Annual,Loam,Drip
Meghalaya,East Jaintia Hills,Black Pepper,Rabi       ,0.7100840336134454,20.0,30.0,2000.0,3000.0,5.5,6.5,100.0,40.0,140.0,1.5,Tons/Ha,Kharif,Loam,Drip
Meghalaya,East Jaintia Hills,Black Pepper,Whole Year ,0.6756756756756757,20.0,30.0,2000.0,3000.0,5.5,6.5,100.0,40.0,140.0,1.5,Tons/Ha,Kharif,Loam,Drip
Meghalaya,East Jaintia Hills,Coriander,Whole Year ,4.0,15.0,25.0,400.0,600.0,6.0,8.0,60.0,30.0,30.0,2.0,Tons/Ha,Rabi,Loam,Rainfed
Meghalaya,East Jaintia Hills,Dry Chillies,Rabi       ,0.7874015748031497,20.0,30.0,600.0,1000.0,6.0,7.5,100.0,50.0,50.0,3.0,Tons/Ha,Kharif,Loam,Drip
Meghalaya,East Jaintia Hills,Dry Chillies,Whole Year ,0.8011627906976744,20.0,30.0,600.0,1000.0,6.0,7.5,100.0,50.0,50.0,3.0,Tons/Ha,Kharif,Loam,Drip
Meghalaya,East Jaintia Hills,Garlic,Whole Year ,0.85,15.0,25.0,500.0,700.0,6.0,7.5,100.0,50.0,50.0,12.0,Tons/Ha,Rabi,Loam,Drip
Meghalaya,East Jaintia Hills,Ginger,Kharif     ,10.090377073906485,20.0,30.0,1000.0,2000.0,5.5,6.5,100.0,50.0,50.0,15.0,Tons/Ha,Kharif,Loam,Drip
